Title,Description,Genre,Processed_Description
Pizza Game,Every boy have a secret. One of them is bones.,"['Casual', 'Indie', 'Simulation']",every boy secret one bone
Don't Escape Trilogy,"In this classic point-and-click adventure anthology by award-winning indie developer Scriptwelder, you'll protect an unsuspecting hamlet from yourself, try to prepare for an incoming undead horde, and search a seemingly empty spaceship for answers to a gruesome mystery.","['Adventure', 'Indie']",classic point-and-click adventure anthology award-winning indie developer scriptwelder 'll protect unsuspecting hamlet try prepare incoming undead horde search seemingly empty spaceship answer gruesome mystery
Elong Plug,"Play as an elastic plug trying to become as long as LORD ELON. Use your climbing, dangling, and stretching skills to collect coins and buy length upgrades. Will LORD ELON accept you?","['Adventure', 'Casual', 'Free to Play', 'Indie']",play elastic plug trying become long lord elon use climbing dangling stretching skill collect coin buy length upgrade lord elon accept
Fallen Hero: Retribution,So you're a villain now? Let's see if you survive the experience.,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",'re villain let 's see survive experience
Moss: Book II,"Moss: Book II is the award-winning sequel (The Game Awards ""Best VR/AR Game"") to the fan favorite VR game Moss and has secured a spot on multiple essential and must-play lists. Book II is a single-player action-adventure puzzle game from Polyarc tailor-made for VR.","['Action', 'Adventure']",moss book ii award-winning sequel game award `` best vr/ar game '' fan favorite vr game moss secured spot multiple essential must-play list book ii single-player action-adventure puzzle game polyarc tailor-made vr
From Frontier,"By an accident，the protagonist set out on a journey to the ""Lemuria Continent"" with the second princess of the demon country who was running away from home.Awaiting in the pioneer land is encounters with dangerous monsters, unexplored land, and fascinating beauties.",['RPG'],accident，the protagonist set journey `` lemuria continent '' second princess demon country running away home.awaiting pioneer land encounter dangerous monster unexplored land fascinating beauty
Moonleap,Moonleap is a game about a moon boy on his journey to recover shooting stars. Change day to night with your jump and catch all the stars in this challenging puzzle-platformer!,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",moonleap game moon boy journey recover shooting star change day night jump catch star challenging puzzle-platformer
Ato,"A world of Beauty and Mystery, Emotive Animations, Atmospheric Environments, Visually Driven Story, Metroidvania Exploration and Memorable Sword Duels.","['Action', 'Adventure', 'Indie']",world beauty mystery emotive animation atmospheric environment visually driven story metroidvania exploration memorable sword duel
Freshly Frosted,Place conveyor belts to solve puzzles in the world's most adorable donut factory!,"['Casual', 'Indie', 'Simulation', 'Strategy']",place conveyor belt solve puzzle world 's adorable donut factory
Zniw Adventure,Zniw Adventure is a hand-drawn point and click adventure game with a strong 90's vibe and cartoon animations. Play as Zniw - a yellow female dinosaur who is on a mission to find the ultimate gift for her mother's hatchday!,"['Adventure', 'Indie']",zniw adventure hand-drawn point click adventure game strong 90 's vibe cartoon animation play zniw yellow female dinosaur mission find ultimate gift mother 's hatchday
Fossil Corner,You're a retired paleontologist. Collect fossils and solve puzzles in the calm of your old garage!,"['Casual', 'Indie', 'Simulation']",'re retired paleontologist collect fossil solve puzzle calm old garage
Can of Wormholes,"Push, slice, ingest, flip, and squish worms in this puzzle game in which you play as a little sentient tin can.",['Indie'],push slice ingest flip squish worm puzzle game play little sentient tin
Burger Shop,"Make burgers, shakes and more in this exciting food-making game that has been enjoyed by millions of fans everywhere.","['Action', 'Casual', 'Simulation']",make burger shake exciting food-making game enjoyed million fan everywhere
FIND ALL 2: Middle Ages,"Find over 500 hidden objects across multiple levels, coloring them along the way. There is also an exciting mini-game in the game and puzzles on the treasure island.","['Casual', 'Indie']",find 500 hidden object across multiple level coloring along way also exciting mini-game game puzzle treasure island
Please Be Happy,"A yuri visual novel about love and friendship, and about understanding not just how to be happy, but how to be human.",['Casual'],yuri visual novel love friendship understanding happy human
Purrfect Apawcalypse: Patches' Infurno,"Patches is dragged to school for the first ever cat-and-dog school day! All he needs to do is get this damn collar off and wreck some havoc! Will he prove cats and dogs can get along, or will he make this the Purrfect Apawcalypse?","['Adventure', 'Indie', 'RPG']",patch dragged school first ever cat-and-dog school day need get damn collar wreck havoc prove cat dog get along make purrfect apawcalypse
Donut Dodo,"If a long lost arcade game from 1983 resurfaced today, it would be Donut Dodo - a classic 2D platformer from the golden era, tough as nails and challenging for the whole family! Ready to top the high score table?","['Action', 'Indie']",long lost arcade game 1983 resurfaced today would donut dodo classic 2d platformer golden era tough nail challenging whole family ready top high score table
Dynopunk: Welcome to Synth-City,"An ironic adventure with cyberpunk aesthetics set in a world where humans have been replaced by dinosaurs. Become a top-notch repair shop mechanic: fix gadgets, have heart-to-heart talks, and offer drinks to your customers — everything to fulfill your ultimate dream.","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",ironic adventure cyberpunk aesthetic set world human replaced dinosaur become top-notch repair shop mechanic fix gadget heart-to-heart talk offer drink customer — everything fulfill ultimate dream
Hidden Cats in London,"Meow meow! Kittens are hidden in London, let's find them all. A short and pleasant experience! Start with a Beautiful monochromatic illustration, relax and find all the cats one by one to reveal the final colored art. Play through different modes, find special cats, and unlock bonus levels!","['Casual', 'Indie']",meow meow kitten hidden london let 's find short pleasant experience start beautiful monochromatic illustration relax find cat one one reveal final colored art play different mode find special cat unlock bonus level
Purrfect Apawcalypse: Purrgatory Furever,"One thousand zombies from the massacre of Hachiko High are crashing Olive's birthday party! Trapped in the Grimalkin Estate they'll have to unravel the mystery behind the zombies, all while making sure their friends are having the Purrfect Apawcalypse!","['Adventure', 'Indie', 'RPG']",one thousand zombie massacre hachiko high crashing olive 's birthday party trapped grimalkin estate 'll unravel mystery behind zombie making sure friend purrfect apawcalypse
Potato Survival,Potato Survival is a short story game about a character who lives alone on the open sea. Collect potatoes and try to survive for 21 days with the knowledge you gain daily. Unlock new skills to create a more meaningful day to day life!,"['Adventure', 'Casual', 'Indie', 'Simulation']",potato survival short story game character life alone open sea collect potato try survive 21 day knowledge gain daily unlock new skill create meaningful day day life
