Title,Description,Genre
Beyond The Edge Of Owlsgard,"Save a peaceful world from being annihilated by machines in this oldschool point&click tale, inspired by classic animated movies and adventure games of the 90s.","['Adventure', 'Indie']"
VOYAGER,"Come with us now on a journey through music and space... To the world of VOYAGER ◯∘ A minimalist, relaxing & atmospheric experience to chill out to for a while.","['Adventure', 'Casual', 'Indie', 'Simulation']"
Employee of The Month,"An atmospheric retro inspired survival horror game. Enjoy the late shift at 'The Month' in an abstract and unsettling night of terror, spooks and convenience.","['Adventure', 'Indie']"
A Case of the Crabs: Rehash,"A complete remake/remaster/rehash of the award winning Flash game: A Case of the Crabs! Play as smart-ass detective, Nick Bounty, in this hilarious point & click adventure and hunt down a nefarious counterfeit crab ringleader!","['Adventure', 'Casual']"
Not Another Weekend,A wacky point-and-click adventure game featuring a bellboy who needs to empty a hotel from its guests. He only has one weekend. Can he make it?,"['Adventure', 'Indie']"
Froggie,Froggie is a platform game with retro graphics.,"['Action', 'Casual', 'Indie']"
Dexter Stardust : Adventures in Outer Space,A Spacey Classic Point and Click Adventure for All!,"['Adventure', 'Casual', 'Indie']"
Mizuchi 白蛇心傳,"Mizuchi 白蛇心傳 is a fantasy romance visual novel inspired by the Legend of the White Serpent, a famous Asian love story. This yuri wlw version includes other multicultural folklores mixed in.","['Casual', 'Indie']"
Notrium,"You have crash-landed on Notrium. Your food supplies are running low, and a pack of predatory aliens have your scent. You're out of bullets for your pistol, your only weapon a handful of rocks. A freezing night is setting in, and you are desperately looking for firewood. Can you survive?","['Action', 'Adventure', 'Indie', 'RPG']"
Bearskull,"Fight with your friend ""Skull"" in this top down dungeon adventure - will you be able to stop Sorkin?","['Adventure', 'Free to Play', 'RPG']"
Wadality,"Multiplayer VR Shooter platform with unique vertical gameplay! Here you can literally fly around using ""flapping"" locomotion!","['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Early Access']"
Fit For a King,"Marry everything. Execute everything. SPEND IT ALL. Live the ultimate fantasy in this Henry VIII simulator, and humiliate France with your wealth and excess, or die trying. Who's going to stop you? God? Nope. You're also the Pope.","['Adventure', 'RPG', 'Simulation']"
Boot Camp Fitness,"Boot Camp Fitness is a home cardio and bodyweight workout app/game, focused on helping you become the fittest, leanest, version of yourself. Including varied exercises and a 154 song playlist. With 13 ranks and 18 exercise locations to unlock.","['Casual', 'Indie', 'Sports']"
INVERT,"In INVERT the player will be challenged to solve several logic challenges. You must move in a limited way and make all bases turn white or all bases turn black. When jumping over a base, the same color changes and you'll use this to your advantage.","['Casual', 'Indie', 'Strategy']"
Byte Lynx,"Byte Lynx is a fast-paced RTS with no units. Build defenses, dismantle your enemy, and steal their buildings in this deeply tactical building combat-based strategy game. Expand your arsenal across a series of diverse levels!",['Strategy']
Mighty Switch Force! Collection,"Switch up the fun with four games in one! As cybernetic peacekeeper Officer Patricia Wagon, you'll use your platforming skills, puzzle-solving abilities, and level-altering Siren Helmet to catch criminals, extinguish infernos, and smash enemies. Four-player co-op and versus modes included!","['Action', 'Indie', 'Strategy']"
The God Unit,"The GoD Unit is a first-person physics-based puzzle game set in a near pre-apocalyptic future, featuring the mass manipulation ability and other familiar and beloved puzzle mechanics.",['Indie']
Witch Schools: Love Potions,"The puzzle is a puzzle based on the well-known “Number Puzzle” and “Match 3"". Move objects, collect their rows and don't forget to keep track of the number of remaining moves!","['Adventure', 'Casual', 'Indie']"
Manufactoria 2022,"Manufactoria 2022 is a constructive puzzle game about pushing robots around. (It's okay, they don't complain.) Use simple parts to engineer solutions to open-ended problems, then rebuild 'em better! Take a company from your backyard to the soaring heights of success! How hard could it be?",['Simulation']
FWsim - Fireworks Display Simulator,"Light the sky and express your creativity with the sandbox simulator FWsim – Fireworks Display Simulator! Enjoy an easy-to-master professional software used by fireworks experts all over the world, and use your favorite music and 3D iconic landmarks to create unique, unforgettable moments.","['Simulation', 'Early Access']"
Bumblebee - Little Bee Adventure,"Bumblebee – Little Bee Adventure is a story-driven, narrative 3D flight exploration game in which you control a little bee on its journey to find a new home. On its quest to find a beautiful and fitting it discovers distant places, friendly and calm animals, and amazing and dangerously habitats.","['Adventure', 'Casual', 'Indie', 'Simulation']"
Interstate Drifter 2000,"Drift through the interstates and sideroads of this open game world, win street races and try to avoid traffic and police.","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Sports', 'Early Access']"
Archibald's Adventures,"A paranoid computer issued a lock down on a mad scientist's mansion after his experiments and security robots broke loose, and you are trapped inside! Overcome all the pitfalls of the mansion in this action puzzle game! Test your skills and wit in nearly 200 levels!","['Action', 'Adventure', 'Casual', 'Indie']"
My Little Kitties,A heart-warming comedy of living with adorable kittens! A visual novel that leaves you feeling thoughtful. Would you care to watch over the boy's daily life with his new heartwarming family?,"['Casual', 'Indie']"
ETHEREAL,A profound experience that carries players into an unknown and mysterious world surrounded by carefully designed puzzles...,['Indie']
Memory Note,"Memory note is a slice-of-life visual novel with meaningful player choices, several endings to explore, and a story that will touch your heart.","['Adventure', 'Casual', 'Indie']"
The Scorchfarer,"A scarred kingdom, a mourning god and an unfulfilled promise made with the past. Uzu and Zuhaar, two continents ravaged by a cosmic event are the setting of The Scorchfarer. The story follows Mikaela and Yukiharu, a Terramagi team tasked with healing their world and unraveling its secrets.","['Adventure', 'Casual', 'Free to Play', 'Simulation']"
Egression,"You’re here for puzzles, and that’s what you’ll get. Step into a deluxe virtual escape room establishment. Challenge your mind with handcrafted puzzles designed exclusively for VR. Explore immersive environments and piece together the clues to escape!",['Adventure']
Smasher and the Will o' the Thiccs,Golf meets growth! Smash your way through 11 exciting levels to save the city from the dreaded Will o the Thiccs!,['Casual']
Making Lovers After Stories,Making Lovers After Stories contains the official extra stories for Making Lovers. Experience the crazy stories that are happening to your favorite girls!,['Adventure']
Lotion samurai,"Manipulate a lotion-covered samurai, defeat the ninjas who are blocking them, and aim for escape from the ninja castle! Further ranking function supported! Compete with rival samurai all over the world for clear time!","['Action', 'Casual', 'Indie', 'Racing']"
Radioactive Dwarfs: Evil From The Sewers,"Blast through the sewers in Radioactive Dwarfs! Retro top-down shooter with NES-style pixel graphics and chiptune music. Help the armed heroine search for her brother in an underground dwarven settlement: many enemies, items, secrets, and bonus levels. A thrilling adventure awaits!","['Action', 'Adventure', 'Indie']"
Fighting Fiends,"Fighting Fiends is a top-down fighting game. Play it 1 on 1 for intense matches or with up to 4 players for chaotic fun, both locally and online.","['Action', 'Early Access']"
Wyvia: Prologue,"Wyvia is an open world 3D action RPG inspired by classic JRPGs. Save your world from a monstrous invasion. Choose from 4 unique classes, and customize them with a robust cross-class skill system. Craft and upgrade weapons and armor. Explore dungeons full of enemies, and defeat terrifying bosses!","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
Shooting Game KARI,"The ultra-hardcore, authentic vertical scrolling shooter game comes back to life in the modern age. Dodge, shoot, and destroy. Conquer all six stages and experience the real thrill of vertical scrolling shooter.","['Action', 'Free to Play']"
Zombie Estate 2,"One of the highest rated Xbox Indie Games is now available for PC! How long can you survive in this online co-op wave based shooter? Featuring 35 characters, over 100 weapons, 30 stat-boosting hats, and 6 levels, Zombie Estate 2 is a frantically fun experience to share with friends!","['Action', 'Indie']"
"Save Me, Sakuya-san!",She's here to help! Let Sakuya Izayoi from the Touhou Project comfort you after encountering some hardships in this beautiful visual novel that aims to heal your troubles away!,['Casual']
Amairo Chocolate,"Autumn. With the leaves just starting to change color, a boy arrives at Yunagi Village. The first person he meets is a girl handing out flyers -- a cute, cat-eared waitress.",['Indie']
